ID,Academy,Talent,Training,16End,16Bat,16Bowl,16Tech,16Power,16Keep,16Field,17End,17Bat,17Bowl,17Tech,17Power,17Keep,17Field,18End,18Bat,18Bowl,18Tech,18Power,18Keep,18Field,19End,19Bat,19Bowl,19Tech,19Power,19Keep,19Field,20End,20Bat,20Bowl,20Tech,20Power,20Keep,20Field,21End,21Bat,21Bowl,21Tech,21Power,21Keep,21Field,22End,22Bat,22Bowl,22Tech,22Power,22Keep,22Field,23End,23Bat,23Bowl,23Tech,23Power,23Keep,23Field,24End,24Bat,24Bowl,24Tech,24Power,24Keep,24Field,25End,25Bat,25Bowl,25Tech,25Power,25Keep,25Field,26End,26Bat,26Bowl,26Tech,26Power,26Keep,26Field,27End,27Bat,27Bowl,27Tech,27Power,27Keep,27Field,28End,28Bat,28Bowl,28Tech,28Power,28Keep,28Field,29End,29Bat,29Bowl,29Tech,29Power,29Keep,29Field,30End,30Bat,30Bowl,30Tech,30Power,30Keep,30Field,31End,31Bat,31Bowl,31Tech,31Power,31Keep,31Field
superiorGifted (Endurance)Bowling,superior,Gifted (Endurance),Bowling,36,,108,79,,,,36,,104,76,,,,36,,99,73,,,,36,,90,66,,,,36,,84,61,,,,36,,78,57,,,,36,,71,52,,,,36,,63,46,,,,36,,57,42,,,,36,,51,37,,,,36,,45,33,,,,36,,40,29,,,,36,,36,26,,,,36,,31,23,,,,36,,27,19,,,,32,,22,16,,,
superiorGifted (Endurance)Bowling-Tech,superior,Gifted (Endurance),Bowling-Tech,36,,79,123,,,,36,,76,118,,,,36,,73,113,,,,36,,66,102,,,,36,,61,95,,,,36,,57,88,,,,36,,52,80,,,,36,,46,72,,,,36,,42,65,,,,36,,37,58,,,,36,,33,51,,,,36,,29,45,,,,36,,26,41,,,,36,,23,35,,,,36,,19,30,,,,32,,16,25,,,
superiorGifted (Endurance)All-Rounder,superior,Gifted (Endurance),All-Rounder,36,76,76,66,,,,36,73,73,63,,,,36,70,70,61,,,,36,64,64,55,,,,36,59,59,51,,,,36,55,55,47,,,,36,50,50,43,,,,36,45,45,39,,,,36,41,41,35,,,,36,36,36,31,,,,36,31,31,27,,,,36,28,28,25,,,,36,25,25,22,,,,36,22,22,19,,,,36,19,19,16,,,,32,16,16,13,,,
superiorGifted (Endurance)Keeping,superior,Gifted (Endurance),Keeping,36,,,79,,232,58,36,,,76,,222,55,36,,,73,,212,53,36,,,66,,193,48,36,,,61,,180,45,36,,,57,,166,41,36,,,52,,152,38,36,,,47,,136,33,36,,,42,,123,30,36,,,37,,110,27,36,,,33,,96,24,36,,,29,,87,21,36,,,26,,77,19,36,,,23,,67,16,36,,,19,,58,14,32,,,16,,48,12
superiorGifted (Endurance)Keeper-Batsman,superior,Gifted (Endurance),Keeper-Batsman,36,87,,79,,116,43,36,83,,76,,111,41,36,79,,73,,106,39,36,72,,66,,96,36,36,67,,61,,89,33,36,62,,57,,83,31,36,57,,52,,76,28,36,50,,47,,68,25,36,46,,42,,61,23,36,41,,37,,55,20,36,36,,33,,48,18,36,32,,29,,43,16,36,29,,26,,38,14,36,25,,23,,33,12,36,21,,19,,29,10,32,18,,16,,24,9
superiorGifted (Endurance)Fielding,superior,Gifted (Endurance),Fielding,36,,,43,,,319,36,,,41,,,305,36,,,39,,,292,36,,,36,,,266,36,,,33,,,246,36,,,31,,,228,36,,,28,,,210,36,,,25,,,187,36,,,23,,,169,36,,,20,,,151,36,,,17,,,133,36,,,16,,,119,36,,,14,,,106,36,,,12,,,93,36,,,10,,,79,32,,,9,,,66
superiorGifted (Endurance)Fitness,superior,Gifted (Endurance),Fitness,290,,,,42,,,290,,,,50,,,290,,,,59,,,290,,,,67,,,290,,,,71,,,290,,,,75,,,290,,,,79,,,290,,,,84,,,290,,,,84,,,290,,,,84,,,290,,,,84,,,290,,,,84,,,290,,,,75,,,290,,,,67,,,290,,,,59,,,261,,,,50,,
superiorGifted (Endurance)Strength,superior,Gifted (Endurance),Strength,94,,,,114,,,94,,,,137,,,94,,,,160,,,94,,,,183,,,94,,,,194,,,94,,,,205,,,94,,,,216,,,94,,,,229,,,94,,,,229,,,94,,,,229,,,94,,,,229,,,94,,,,229,,,94,,,,205,,,94,,,,183,,,94,,,,159,,,84,,,,137,,
superiorGifted (Power)Fitness,superior,Gifted (Power),Fitness,242,,,,50,,,242,,,,60,,,242,,,,71,,,242,,,,81,,,242,,,,86,,,242,,,,91,,,242,,,,96,,,242,,,,101,,,242,,,,101,,,242,,,,101,,,242,,,,101,,,242,,,,101,,,242,,,,91,,,242,,,,81,,,242,,,,71,,,217,,,,60,,
superiorGifted (Power)Strength,superior,Gifted (Power),Strength,77,,,,137,,,77,,,,165,,,77,,,,193,,,77,,,,220,,,77,,,,234,,,78,,,,248,,,78,,,,262,,,78,,,,275,,,78,,,,275,,,78,,,,275,,,78,,,,275,,,78,,,,275,,,78,,,,248,,,78,,,,220,,,78,,,,193,,,70,,,,165,,
excellentNoneBatting,excellent,None,Batting,29,105,,77,,,,29,101,,74,,,,29,96,,70,,,,29,88,,64,,,,29,81,,59,,,,29,75,,55,,,,29,69,,51,,,,29,62,,45,,,,29,56,,41,,,,29,50,,36,,,,29,44,,32,,,,29,39,,29,,,,29,35,,25,,,,29,30,,22,,,,29,26,,19,,,,26,22,,16,,,
excellentNoneBatting-Tech,excellent,None,Batting-Tech,29,77,,119,,,,29,74,,114,,,,29,70,,109,,,,29,64,,100,,,,29,59,,92,,,,29,55,,85,,,,29,51,,79,,,,29,46,,71,,,,29,41,,64,,,,29,36,,57,,,,29,32,,50,,,,29,29,,45,,,,29,25,,40,,,,29,22,,35,,,,29,19,,30,,,,26,16,,25,,,
excellentNoneBowling,excellent,None,Bowling,29,,105,77,,,,29,,101,74,,,,29,,96,70,,,,29,,88,64,,,,29,,81,59,,,,29,,75,55,,,,29,,69,51,,,,29,,62,45,,,,29,,56,41,,,,29,,50,36,,,,29,,44,32,,,,29,,39,29,,,,29,,35,25,,,,29,,30,22,,,,29,,26,19,,,,26,,22,16,,,
excellentNoneBowling-Tech,excellent,None,Bowling-Tech,29,,77,119,,,,29,,74,114,,,,29,,70,109,,,,29,,64,100,,,,29,,59,92,,,,29,,55,85,,,,29,,51,79,,,,29,,46,71,,,,29,,41,64,,,,29,,36,57,,,,29,,32,50,,,,29,,29,45,,,,29,,25,40,,,,29,,22,35,,,,29,,19,30,,,,26,,16,25,,,
excellentNoneAll-Rounder,excellent,None,All-Rounder,29,74,74,64,,,,29,71,71,62,,,,29,68,68,59,,,,29,62,62,54,,,,29,58,58,50,,,,29,53,53,46,,,,29,49,49,42,,,,29,44,44,38,,,,29,40,40,34,,,,29,35,35,30,,,,29,31,31,27,,,,29,28,28,24,,,,29,25,25,21,,,,29,21,21,18,,,,29,18,18,16,,,,26,15,15,13,,,
excellentNoneKeeping,excellent,None,Keeping,29,,,77,,225,56,29,,,74,,216,54,29,,,70,,206,51,29,,,64,,188,47,29,,,60,,174,42,29,,,55,,162,40,29,,,51,,149,37,29,,,46,,134,33,29,,,41,,120,30,29,,,36,,107,26,29,,,32,,94,23,29,,,29,,84,21,29,,,25,,75,18,29,,,22,,66,16,29,,,19,,56,14,26,,,16,,47,11
excellentNoneKeeper-Batsman,excellent,None,Keeper-Batsman,29,84,,77,,112,42,29,81,,74,,108,40,29,77,,70,,103,38,29,70,,64,,94,35,29,65,,60,,87,31,29,60,,55,,81,30,29,55,,51,,74,27,29,50,,46,,67,25,29,45,,41,,60,22,29,40,,36,,53,20,29,35,,32,,47,17,29,31,,29,,42,15,29,28,,25,,37,14,29,24,,22,,33,12,29,21,,19,,28,10,26,17,,16,,23,8
excellentNoneFielding,excellent,None,Fielding,29,,,42,,,310,29,,,40,,,297,29,,,38,,,283,29,,,35,,,259,29,,,32,,,239,29,,,30,,,222,29,,,27,,,205,29,,,25,,,184,29,,,22,,,166,29,,,20,,,147,29,,,17,,,129,29,,,15,,,116,29,,,14,,,103,29,,,12,,,90,29,,,10,,,77,26,,,8,,,64
excellentNoneFitness,excellent,None,Fitness,236,,,,41,,,236,,,,49,,,236,,,,57,,,236,,,,66,,,236,,,,70,,,236,,,,74,,,236,,,,78,,,236,,,,82,,,236,,,,82,,,236,,,,82,,,236,,,,82,,,236,,,,82,,,236,,,,74,,,236,,,,66,,,236,,,,57,,,212,,,,49,,
excellentNoneStrength,excellent,None,Strength,76,,,,112,,,76,,,,133,,,76,,,,155,,,76,,,,178,,,76,,,,190,,,76,,,,201,,,76,,,,212,,,76,,,,224,,,76,,,,224,,,76,,,,224,,,76,,,,224,,,76,,,,224,,,76,,,,201,,,76,,,,178,,,76,,,,155,,,69,,,,134,,
excellentProdigyBatting,excellent,Prodigy,Batting,35,126,,92,,,,35,121,,89,,,,35,116,,85,,,,35,105,,77,,,,35,98,,72,,,,29,75,,55,,,,29,69,,51,,,,29,62,,45,,,,29,56,,41,,,,29,50,,36,,,,29,44,,32,,,,29,39,,29,,,,29,35,,25,,,,29,30,,22,,,,29,26,,19,,,,26,22,,16,,,
excellentProdigyBatting-Tech,excellent,Prodigy,Batting-Tech,35,92,,143,,,,35,89,,137,,,,35,85,,131,,,,35,77,,120,,,,35,72,,111,,,,29,55,,85,,,,29,51,,79,,,,29,46,,71,,,,29,41,,64,,,,29,36,,57,,,,29,32,,50,,,,29,29,,45,,,,29,25,,40,,,,29,22,,35,,,,29,19,,30,,,,26,16,,25,,,
excellentProdigyBowling,excellent,Prodigy,Bowling,35,,126,92,,,,35,,121,89,,,,35,,116,85,,,,35,,105,77,,,,35,,98,72,,,,29,,75,55,,,,29,,69,51,,,,29,,62,45,,,,29,,56,41,,,,29,,50,36,,,,29,,44,32,,,,29,,39,29,,,,29,,35,25,,,,29,,30,22,,,,29,,26,19,,,,26,,22,16,,,
excellentProdigyBowling-Tech,excellent,Prodigy,Bowling-Tech,35,,92,143,,,,35,,89,137,,,,35,,85,131,,,,35,,77,120,,,,35,,72,111,,,,29,,55,85,,,,29,,51,79,,,,29,,46,71,,,,29,,41,64,,,,29,,36,57,,,,29,,32,50,,,,29,,29,45,,,,29,,25,40,,,,29,,22,35,,,,29,,19,30,,,,26,,16,25,,,
excellentProdigyAll-Rounder,excellent,Prodigy,All-Rounder,35,89,89,77,,,,35,86,86,74,,,,35,82,82,71,,,,35,74,74,65,,,,35,69,69,60,,,,29,53,53,46,,,,29,49,49,42,,,,29,44,44,38,,,,29,40,40,34,,,,29,35,35,30,,,,29,31,31,27,,,,29,28,28,24,,,,29,25,25,21,,,,29,21,21,18,,,,29,18,18,16,,,,26,15,15,13,,,
excellentProdigyKeeping,excellent,Prodigy,Keeping,35,,,93,,271,67,35,,,89,,260,65,35,,,85,,249,62,35,,,77,,226,56,35,,,72,,210,52,29,,,55,,162,40,29,,,51,,149,37,29,,,46,,134,33,29,,,41,,120,30,29,,,36,,107,26,29,,,32,,94,23,29,,,29,,84,21,29,,,25,,75,18,29,,,22,,66,16,29,,,19,,56,14,26,,,16,,47,11
excellentProdigyKeeper-Batsman,excellent,Prodigy,Keeper-Batsman,35,101,,93,,135,50,35,97,,89,,130,48,35,93,,85,,124,46,35,84,,77,,113,42,35,79,,72,,105,39,29,60,,55,,81,30,29,55,,51,,74,27,29,50,,46,,67,25,29,45,,41,,60,22,29,40,,36,,53,20,29,35,,32,,47,17,29,31,,29,,42,15,29,28,,25,,37,14,29,24,,22,,33,12,29,21,,19,,28,10,26,17,,16,,23,8
excellentProdigyFielding,excellent,Prodigy,Fielding,35,,,50,,,371,35,,,48,,,356,35,,,46,,,342,35,,,42,,,311,35,,,39,,,288,29,,,30,,,222,29,,,27,,,205,29,,,25,,,184,29,,,22,,,166,29,,,20,,,147,29,,,17,,,129,29,,,15,,,116,29,,,14,,,103,29,,,12,,,90,29,,,10,,,77,26,,,8,,,64
excellentProdigyFitness,excellent,Prodigy,Fitness,283,,,,49,,,283,,,,59,,,283,,,,69,,,283,,,,79,,,283,,,,84,,,236,,,,74,,,236,,,,78,,,236,,,,82,,,236,,,,82,,,236,,,,82,,,236,,,,82,,,236,,,,82,,,236,,,,74,,,236,,,,66,,,236,,,,57,,,212,,,,49,,
excellentProdigyStrength,excellent,Prodigy,Strength,91,,,,134,,,91,,,,161,,,91,,,,188,,,91,,,,215,,,91,,,,228,,,76,,,,201,,,76,,,,212,,,76,,,,224,,,76,,,,224,,,76,,,,224,,,76,,,,224,,,76,,,,224,,,76,,,,201,,,76,,,,178,,,76,,,,155,,,69,,,,134,,
excellentGifted (Batting)Batting,excellent,Gifted (Batting),Batting,29,126,,77,,,,29,121,,74,,,,29,116,,70,,,,29,105,,64,,,,29,98,,59,,,,29,91,,55,,,,29,83,,51,,,,29,75,,45,,,,29,67,,41,,,,29,60,,36,,,,29,53,,32,,,,29,47,,29,,,,29,42,,25,,,,29,37,,22,,,,29,31,,19,,,,26,26,,16,,,
excellentGifted (Batting)Batting-Tech,excellent,Gifted (Batting),Batting-Tech,29,92,,119,,,,29,89,,114,,,,29,85,,109,,,,29,77,,100,,,,29,72,,92,,,,29,66,,85,,,,29,61,,79,,,,29,55,,71,,,,29,49,,64,,,,29,44,,57,,,,29,38,,50,,,,29,35,,45,,,,29,31,,40,,,,29,27,,35,,,,29,23,,30,,,,26,19,,25,,,
excellentGifted (Batting)All-Rounder,excellent,Gifted (Batting),All-Rounder,29,89,74,64,,,,29,86,71,62,,,,29,82,68,59,,,,29,74,62,54,,,,29,69,58,50,,,,29,64,53,46,,,,29,59,49,42,,,,29,53,44,38,,,,29,48,40,34,,,,29,42,35,30,,,,29,37,31,27,,,,29,33,28,24,,,,29,30,25,21,,,,29,26,21,18,,,,29,22,18,16,,,,26,18,15,13,,,
excellentGifted (Batting)Keeper-Batsman,excellent,Gifted (Batting),Keeper-Batsman,29,101,,77,,112,42,29,97,,74,,108,40,29,93,,70,,103,38,29,84,,64,,94,35,29,79,,60,,87,31,29,73,,55,,81,30,29,67,,51,,74,27,29,60,,46,,67,25,29,54,,41,,60,22,29,48,,36,,53,20,29,42,,32,,47,17,29,38,,29,,42,15,29,33,,25,,37,14,29,29,,22,,33,12,29,25,,19,,28,10,26,21,,16,,23,8
excellentGifted (Bowling)Bowling,excellent,Gifted (Bowling),Bowling,29,,126,77,,,,29,,121,74,,,,29,,116,70,,,,29,,105,64,,,,29,,98,59,,,,29,,91,55,,,,29,,83,51,,,,29,,75,45,,,,29,,67,41,,,,29,,60,36,,,,29,,53,32,,,,29,,47,29,,,,29,,42,25,,,,29,,37,22,,,,29,,31,19,,,,26,,26,16,,,
excellentGifted (Bowling)Bowling-Tech,excellent,Gifted (Bowling),Bowling-Tech,29,,92,119,,,,29,,89,114,,,,29,,85,109,,,,29,,77,100,,,,29,,72,92,,,,29,,66,85,,,,29,,61,79,,,,29,,55,71,,,,29,,49,64,,,,29,,44,57,,,,29,,38,50,,,,29,,35,45,,,,29,,31,40,,,,29,,27,35,,,,29,,23,30,,,,26,,19,25,,,
excellentGifted (Bowling)All-Rounder,excellent,Gifted (Bowling),All-Rounder,29,74,89,64,,,,29,71,86,62,,,,29,68,82,59,,,,29,62,74,54,,,,29,58,69,50,,,,29,53,64,46,,,,29,49,59,42,,,,29,44,53,38,,,,29,40,48,34,,,,29,35,42,30,,,,29,31,37,27,,,,29,28,33,24,,,,29,25,30,21,,,,29,21,26,18,,,,29,18,22,16,,,,26,15,18,13,,,
excellentGifted (Technique)Batting,excellent,Gifted (Technique),Batting,29,105,,92,,,,29,101,,89,,,,29,96,,85,,,,29,88,,77,,,,29,81,,72,,,,29,75,,66,,,,29,69,,61,,,,29,62,,55,,,,29,56,,49,,,,29,50,,44,,,,29,44,,38,,,,29,39,,35,,,,29,35,,31,,,,29,30,,27,,,,29,26,,23,,,,26,22,,19,,,
excellentGifted (Technique)Batting-Tech,excellent,Gifted (Technique),Batting-Tech,29,77,,143,,,,29,74,,137,,,,29,70,,131,,,,29,64,,120,,,,29,59,,111,,,,29,55,,103,,,,29,51,,95,,,,29,46,,85,,,,29,41,,77,,,,29,36,,68,,,,29,32,,60,,,,29,29,,54,,,,29,25,,48,,,,29,22,,42,,,,29,19,,36,,,,26,16,,30,,,
excellentGifted (Technique)Bowling,excellent,Gifted (Technique),Bowling,29,,105,92,,,,29,,101,89,,,,29,,96,85,,,,29,,88,77,,,,29,,81,72,,,,29,,75,66,,,,29,,69,61,,,,29,,62,55,,,,29,,56,49,,,,29,,50,44,,,,29,,44,38,,,,29,,39,35,,,,29,,35,31,,,,29,,30,27,,,,29,,26,23,,,,26,,22,19,,,
excellentGifted (Technique)Bowling-Tech,excellent,Gifted (Technique),Bowling-Tech,29,,77,143,,,,29,,74,137,,,,29,,70,131,,,,29,,64,120,,,,29,,59,111,,,,29,,55,103,,,,29,,51,95,,,,29,,46,85,,,,29,,41,77,,,,29,,36,68,,,,29,,32,60,,,,29,,29,54,,,,29,,25,48,,,,29,,22,42,,,,29,,19,36,,,,26,,16,30,,,
excellentGifted (Technique)All-Rounder,excellent,Gifted (Technique),All-Rounder,29,74,74,77,,,,29,71,71,74,,,,29,68,68,71,,,,29,62,62,65,,,,29,58,58,60,,,,29,53,53,56,,,,29,49,49,51,,,,29,44,44,46,,,,29,40,40,41,,,,29,35,35,37,,,,29,31,31,32,,,,29,28,28,29,,,,29,25,25,26,,,,29,21,21,22,,,,29,18,18,19,,,,26,15,15,16,,,
excellentGifted (Technique)Keeping,excellent,Gifted (Technique),Keeping,29,,,93,,225,56,29,,,89,,216,54,29,,,85,,206,51,29,,,77,,188,47,29,,,72,,174,42,29,,,66,,162,40,29,,,61,,149,37,29,,,55,,134,33,29,,,49,,120,30,29,,,44,,107,26,29,,,38,,94,23,29,,,35,,84,21,29,,,31,,75,18,29,,,27,,66,16,29,,,23,,56,14,26,,,19,,47,11
excellentGifted (Technique)Keeper-Batsman,excellent,Gifted (Technique),Keeper-Batsman,29,84,,93,,112,42,29,81,,89,,108,40,29,77,,85,,103,38,29,70,,77,,94,35,29,65,,72,,87,31,29,60,,66,,81,30,29,55,,61,,74,27,29,50,,55,,67,25,29,45,,49,,60,22,29,40,,44,,53,20,29,35,,38,,47,17,29,31,,35,,42,15,29,28,,31,,37,14,29,24,,27,,33,12,29,21,,23,,28,10,26,17,,19,,23,8
excellentGifted (Technique)Fielding,excellent,Gifted (Technique),Fielding,29,,,50,,,310,29,,,48,,,297,29,,,46,,,283,29,,,42,,,259,29,,,39,,,239,29,,,36,,,222,29,,,33,,,205,29,,,30,,,184,29,,,27,,,166,29,,,24,,,147,29,,,21,,,129,29,,,19,,,116,29,,,16,,,103,29,,,14,,,90,29,,,12,,,77,26,,,10,,,64
excellentGifted (Keeping)Keeping,excellent,Gifted (Keeping),Keeping,29,,,77,,271,56,29,,,74,,260,54,29,,,70,,249,51,29,,,64,,226,47,29,,,60,,210,42,29,,,55,,194,40,29,,,51,,178,37,29,,,46,,160,33,29,,,41,,144,30,29,,,36,,129,26,29,,,32,,113,23,29,,,29,,101,21,29,,,25,,90,18,29,,,22,,79,16,29,,,19,,67,14,26,,,16,,56,11
excellentGifted (Keeping)Keeper-Batsman,excellent,Gifted (Keeping),Keeper-Batsman,29,84,,77,,135,42,29,81,,74,,130,40,29,77,,70,,124,38,29,70,,64,,113,35,29,65,,60,,105,31,29,60,,55,,97,30,29,55,,51,,89,27,29,50,,46,,80,25,29,45,,41,,72,22,29,40,,36,,64,20,29,35,,32,,56,17,29,31,,29,,50,15,29,28,,25,,45,14,29,24,,22,,39,12,29,21,,19,,33,10,26,17,,16,,28,8
excellentGifted (Fielding)Keeping,excellent,Gifted (Fielding),Keeping,29,,,77,,225,67,29,,,74,,216,65,29,,,70,,206,62,29,,,64,,188,56,29,,,60,,174,52,29,,,55,,162,48,29,,,51,,149,44,29,,,46,,134,40,29,,,41,,120,36,29,,,36,,107,32,29,,,32,,94,28,29,,,29,,84,25,29,,,25,,75,22,29,,,22,,66,19,29,,,19,,56,16,26,,,16,,47,14
excellentGifted (Fielding)Keeper-Batsman,excellent,Gifted (Fielding),Keeper-Batsman,29,84,,77,,112,50,29,81,,74,,108,48,29,77,,70,,103,46,29,70,,64,,94,42,29,65,,60,,87,39,29,60,,55,,81,36,29,55,,51,,74,33,29,50,,46,,67,30,29,45,,41,,60,27,29,40,,36,,53,24,29,35,,32,,47,21,29,31,,29,,42,19,29,28,,25,,37,16,29,24,,22,,33,14,29,21,,19,,28,12,26,17,,16,,23,10
excellentGifted (Fielding)Fielding,excellent,Gifted (Fielding),Fielding,29,,,42,,,371,29,,,40,,,356,29,,,38,,,342,29,,,35,,,311,29,,,32,,,288,29,,,30,,,267,29,,,27,,,246,29,,,25,,,221,29,,,22,,,199,29,,,20,,,177,29,,,17,,,155,29,,,15,,,140,29,,,14,,,124,29,,,12,,,109,29,,,10,,,93,26,,,8,,,77
excellentGifted (Endurance)Batting,excellent,Gifted (Endurance),Batting,35,105,,77,,,,35,101,,74,,,,35,96,,70,,,,35,88,,64,,,,35,81,,59,,,,35,75,,55,,,,35,69,,51,,,,35,62,,45,,,,35,56,,41,,,,35,50,,36,,,,35,44,,32,,,,35,39,,29,,,,35,35,,25,,,,35,30,,22,,,,35,26,,19,,,,31,22,,16,,,
excellentGifted (Endurance)Batting-Tech,excellent,Gifted (Endurance),Batting-Tech,35,77,,119,,,,35,74,,114,,,,35,70,,109,,,,35,64,,100,,,,35,59,,92,,,,35,55,,85,,,,35,51,,79,,,,35,46,,71,,,,35,41,,64,,,,35,36,,57,,,,35,32,,50,,,,35,29,,45,,,,35,25,,40,,,,35,22,,35,,,,35,19,,30,,,,31,16,,25,,,
excellentGifted (Endurance)Bowling,excellent,Gifted (Endurance),Bowling,35,,105,77,,,,35,,101,74,,,,35,,96,70,,,,35,,88,64,,,,35,,81,59,,,,35,,75,55,,,,35,,69,51,,,,35,,62,45,,,,35,,56,41,,,,35,,50,36,,,,35,,44,32,,,,35,,39,29,,,,35,,35,25,,,,35,,30,22,,,,35,,26,19,,,,31,,22,16,,,
excellentGifted (Endurance)Bowling-Tech,excellent,Gifted (Endurance),Bowling-Tech,35,,77,119,,,,35,,74,114,,,,35,,70,109,,,,35,,64,100,,,,35,,59,92,,,,35,,55,85,,,,35,,51,79,,,,35,,46,71,,,,35,,41,64,,,,35,,36,57,,,,35,,32,50,,,,35,,29,45,,,,35,,25,40,,,,35,,22,35,,,,35,,19,30,,,,31,,16,25,,,
excellentGifted (Endurance)All-Rounder,excellent,Gifted (Endurance),All-Rounder,35,74,74,64,,,,35,71,71,62,,,,35,68,68,59,,,,35,62,62,54,,,,35,58,58,50,,,,35,53,53,46,,,,35,49,49,42,,,,35,44,44,38,,,,35,40,40,34,,,,35,35,35,30,,,,35,31,31,27,,,,35,28,28,24,,,,35,25,25,21,,,,35,21,21,18,,,,35,18,18,16,,,,31,15,15,13,,,
excellentGifted (Endurance)Keeping,excellent,Gifted (Endurance),Keeping,35,,,77,,225,56,35,,,74,,216,54,35,,,70,,206,51,35,,,64,,188,47,35,,,60,,174,42,35,,,55,,162,40,35,,,51,,149,37,35,,,46,,134,33,35,,,41,,120,30,35,,,36,,107,26,35,,,32,,94,23,35,,,29,,84,21,35,,,25,,75,18,35,,,22,,66,16,35,,,19,,56,14,31,,,16,,47,11
excellentGifted (Endurance)Keeper-Batsman,excellent,Gifted (Endurance),Keeper-Batsman,35,84,,77,,112,42,35,81,,74,,108,40,35,77,,70,,103,38,35,70,,64,,94,35,35,65,,60,,87,31,35,60,,55,,81,30,35,55,,51,,74,27,35,50,,46,,67,25,35,45,,41,,60,22,35,40,,36,,53,20,35,35,,32,,47,17,35,31,,29,,42,15,35,28,,25,,37,14,35,24,,22,,33,12,35,21,,19,,28,10,31,17,,16,,23,8
excellentGifted (Endurance)Fielding,excellent,Gifted (Endurance),Fielding,35,,,42,,,310,35,,,40,,,297,35,,,38,,,283,35,,,35,,,259,35,,,32,,,239,35,,,30,,,222,35,,,27,,,205,35,,,25,,,184,35,,,22,,,166,35,,,20,,,147,35,,,17,,,129,35,,,15,,,116,35,,,14,,,103,35,,,12,,,90,35,,,10,,,77,31,,,8,,,64
excellentGifted (Endurance)Fitness,excellent,Gifted (Endurance),Fitness,283,,,,41,,,283,,,,49,,,283,,,,57,,,283,,,,66,,,283,,,,70,,,283,,,,74,,,283,,,,78,,,283,,,,82,,,283,,,,82,,,283,,,,82,,,283,,,,82,,,283,,,,82,,,283,,,,74,,,283,,,,66,,,283,,,,57,,,254,,,,49,,
excellentGifted (Endurance)Strength,excellent,Gifted (Endurance),Strength,91,,,,112,,,91,,,,133,,,91,,,,155,,,91,,,,178,,,91,,,,190,,,92,,,,201,,,92,,,,212,,,92,,,,224,,,92,,,,224,,,92,,,,224,,,92,,,,224,,,92,,,,224,,,92,,,,201,,,92,,,,178,,,92,,,,155,,,82,,,,134,,
excellentGifted (Power)Fitness,excellent,Gifted (Power),Fitness,236,,,,49,,,236,,,,59,,,236,,,,69,,,236,,,,79,,,236,,,,84,,,236,,,,89,,,236,,,,94,,,236,,,,99,,,236,,,,99,,,236,,,,99,,,236,,,,99,,,236,,,,99,,,236,,,,89,,,236,,,,79,,,236,,,,69,,,212,,,,59,,
excellentGifted (Power)Strength,excellent,Gifted (Power),Strength,76,,,,134,,,76,,,,161,,,76,,,,188,,,76,,,,215,,,76,,,,228,,,76,,,,242,,,76,,,,255,,,76,,,,269,,,76,,,,269,,,76,,,,269,,,76,,,,269,,,76,,,,269,,,76,,,,242,,,76,,,,215,,,76,,,,188,,,69,,,,161,,
goodNoneBatting,good,None,Batting,28,103,,75,,,,28,99,,72,,,,28,94,,69,,,,28,86,,63,,,,28,79,,58,,,,28,73,,53,,,,28,67,,49,,,,28,60,,44,,,,28,55,,40,,,,28,49,,36,,,,28,43,,31,,,,28,38,,28,,,,28,34,,25,,,,28,30,,22,,,,28,25,,18,,,,25,21,,15,,,
goodNoneBatting-Tech,good,None,Batting-Tech,28,75,,117,,,,28,72,,112,,,,28,69,,107,,,,28,63,,97,,,,28,58,,90,,,,28,53,,83,,,,28,49,,77,,,,28,44,,69,,,,28,40,,62,,,,28,36,,55,,,,28,31,,48,,,,28,28,,44,,,,28,25,,39,,,,28,22,,34,,,,28,18,,29,,,,25,15,,24,,,
goodNoneBowling,good,None,Bowling,28,,103,75,,,,28,,99,72,,,,28,,94,69,,,,28,,86,63,,,,28,,79,58,,,,28,,73,53,,,,28,,67,49,,,,28,,60,44,,,,28,,55,40,,,,28,,49,36,,,,28,,43,31,,,,28,,38,28,,,,28,,34,25,,,,28,,30,22,,,,28,,25,18,,,,25,,21,15,,,
goodNoneBowling-Tech,good,None,Bowling-Tech,28,,75,117,,,,28,,72,112,,,,28,,69,107,,,,28,,63,97,,,,28,,58,90,,,,28,,53,83,,,,28,,49,77,,,,28,,44,69,,,,28,,40,62,,,,28,,36,55,,,,28,,31,48,,,,28,,28,44,,,,28,,25,39,,,,28,,22,34,,,,28,,18,29,,,,25,,15,24,,,
goodNoneAll-Rounder,good,None,All-Rounder,28,73,73,63,,,,28,69,69,60,,,,28,67,67,58,,,,28,60,60,52,,,,28,56,56,48,,,,28,51,51,45,,,,28,48,48,41,,,,28,43,43,37,,,,28,39,39,33,,,,28,34,34,30,,,,28,30,30,26,,,,28,27,27,23,,,,28,24,24,21,,,,28,21,21,18,,,,28,18,18,15,,,,25,15,15,13,,,
goodNoneKeeping,good,None,Keeping,28,,,75,,220,55,28,,,72,,211,52,28,,,69,,202,50,28,,,63,,184,46,28,,,58,,171,42,28,,,54,,158,39,28,,,49,,145,36,28,,,44,,130,32,28,,,40,,117,29,28,,,36,,104,26,28,,,31,,92,23,28,,,28,,82,20,28,,,25,,73,18,28,,,22,,64,16,28,,,18,,55,13,25,,,15,,46,11
